Asset_Prices,C|S|4900|60|1,P|L|4900|60|1,C|L|5000|60|2,P|S|5000|60|2,P|L|5300|60|1,C|L|5300|60|1
5523.07,-623.07,0.00,1046.14,-0.00,0.00,223.07
5173.15,-273.15,0.00,346.30,-0.00,126.85,0.00
5007.51,-107.51,0.00,15.02,-0.00,292.49,0.00
5345.25,-445.25,0.00,690.50,-0.00,0.00,45.25
5036.52,-136.52,0.00,73.04,-0.00,263.48,0.00
4276.66,-0.00,623.34,0.00,-1446.69,1023.34,0.00
5579.95,-679.95,0.00,1159.90,-0.00,0.00,279.95
5292.19,-392.19,0.00,584.39,-0.00,7.81,0.00
4979.10,-79.10,0.00,0.00,-41.80,320.90,0.00
4559.20,-0.00,340.80,0.00,-881.60,740.80,0.00
4981.24,-81.24,0.00,0.00,-37.51,318.76,0.00
4997.14,-97.14,0.00,0.00,-5.71,302.86,0.00
4800.38,-0.00,99.62,0.00,-399.24,499.62,0.00
4861.99,-0.00,38.01,0.00,-276.01,438.01,0.00
4788.64,-0.00,111.36,0.00,-422.71,511.36,0.00
5678.06,-778.06,0.00,1356.13,-0.00,0.00,378.06
4903.68,-3.68,0.00,0.00,-192.65,396.32,0.00
4708.55,-0.00,191.45,0.00,-582.91,591.45,0.00
5440.54,-540.54,0.00,881.08,-0.00,0.00,140.54
5338.99,-438.99,0.00,677.98,-0.00,0.00,38.99
6134.73,-1234.73,0.00,2269.46,-0.00,0.00,834.73
4908.16,-8.16,0.00,0.00,-183.68,391.84,0.00
4878.02,-0.00,21.98,0.00,-243.96,421.98,0.00
5212.38,-312.38,0.00,424.76,-0.00,87.62,0.00
5470.93,-570.93,0.00,941.86,-0.00,0.00,170.93
5618.44,-718.44,0.00,1236.87,-0.00,0.00,318.44
4609.71,-0.00,290.29,0.00,-780.58,690.29,0.00
4288.33,-0.00,611.67,0.00,-1423.33,1011.67,0.00
5569.98,-669.98,0.00,1139.95,-0.00,0.00,269.98
5266.10,-366.10,0.00,532.21,-0.00,33.90,0.00
5083.83,-183.83,0.00,167.67,-0.00,216.17,0.00
4837.87,-0.00,62.13,0.00,-324.26,462.13,0.00
5334.59,-434.59,0.00,669.18,-0.00,0.00,34.59
5785.48,-885.48,0.00,1570.96,-0.00,0.00,485.48
5394.40,-494.40,0.00,788.81,-0.00,0.00,94.40
5564.94,-664.94,0.00,1129.89,-0.00,0.00,264.94
4918.10,-18.10,0.00,0.00,-163.79,381.90,0.00
5757.09,-857.09,0.00,1514.18,-0.00,0.00,457.09
4000.15,-0.00,899.85,0.00,-1999.69,1299.85,0.00
4691.10,-0.00,208.90,0.00,-617.80,608.90,0.00
5073.96,-173.96,0.00,147.92,-0.00,226.04,0.00
4623.51,-0.00,276.49,0.00,-752.98,676.49,0.00
4610.29,-0.00,289.71,0.00,-779.42,689.71,0.00
5361.09,-461.09,0.00,722.19,-0.00,0.00,61.09
4626.31,-0.00,273.69,0.00,-747.38,673.69,0.00
4603.29,-0.00,296.71,0.00,-793.42,696.71,0.00
5107.51,-207.51,0.00,215.02,-0.00,192.49,0.00
4878.08,-0.00,21.92,0.00,-243.84,421.92,0.00
5333.52,-433.52,0.00,667.05,-0.00,0.00,33.52
4723.50,-0.00,176.50,0.00,-553.00,576.50,0.00
5708.29,-808.29,0.00,1416.58,-0.00,0.00,408.29
5207.31,-307.31,0.00,414.62,-0.00,92.69,0.00
5091.45,-191.45,0.00,182.91,-0.00,208.55,0.00
5050.11,-150.11,0.00,100.21,-0.00,249.89,0.00
5213.29,-313.29,0.00,426.58,-0.00,86.71,0.00
5097.44,-197.44,0.00,194.87,-0.00,202.56,0.00
4835.03,-0.00,64.97,0.00,-329.93,464.97,0.00
5400.99,-500.99,0.00,801.98,-0.00,0.00,100.99
5384.75,-484.75,0.00,769.51,-0.00,0.00,84.75
4683.64,-0.00,216.36,0.00,-632.73,616.36,0.00
5645.30,-745.30,0.00,1290.60,-0.00,0.00,345.30
4650.00,-0.00,250.00,0.00,-700.01,650.00,0.00
5270.00,-370.00,0.00,540.00,-0.00,30.00,0.00
5148.85,-248.85,0.00,297.70,-0.00,151.15,0.00
5272.08,-372.08,0.00,544.17,-0.00,27.92,0.00
4836.10,-0.00,63.90,0.00,-327.81,463.90,0.00
5031.08,-131.08,0.00,62.15,-0.00,268.92,0.00
5285.88,-385.88,0.00,571.76,-0.00,14.12,0.00
4749.35,-0.00,150.65,0.00,-501.30,550.65,0.00
5290.79,-390.79,0.00,581.58,-0.00,9.21,0.00
4966.56,-66.56,0.00,0.00,-66.88,333.44,0.00
4927.83,-27.83,0.00,0.00,-144.34,372.17,0.00
5023.91,-123.91,0.00,47.82,-0.00,276.09,0.00
5598.45,-698.45,0.00,1196.90,-0.00,0.00,298.45
5318.51,-418.51,0.00,637.02,-0.00,0.00,18.51
4863.76,-0.00,36.24,0.00,-272.48,436.24,0.00
5081.98,-181.98,0.00,163.96,-0.00,218.02,0.00
5655.84,-755.84,0.00,1311.67,-0.00,0.00,355.84
4812.34,-0.00,87.66,0.00,-375.31,487.66,0.00
4235.03,-0.00,664.97,0.00,-1529.94,1064.97,0.00
4053.63,-0.00,846.37,0.00,-1892.75,1246.37,0.00
4669.09,-0.00,230.91,0.00,-661.82,630.91,0.00
5212.98,-312.98,0.00,425.96,-0.00,87.02,0.00
6098.28,-1198.28,0.00,2196.56,-0.00,0.00,798.28
5624.21,-724.21,0.00,1248.41,-0.00,0.00,324.21
4813.24,-0.00,86.76,0.00,-373.52,486.76,0.00
5085.02,-185.02,0.00,170.03,-0.00,214.98,0.00
4758.81,-0.00,141.19,0.00,-482.37,541.19,0.00
5189.09,-289.09,0.00,378.17,-0.00,110.91,0.00
5056.03,-156.03,0.00,112.07,-0.00,243.97,0.00
5136.10,-236.10,0.00,272.21,-0.00,163.90,0.00
4877.68,-0.00,22.32,0.00,-244.65,422.32,0.00
5510.28,-610.28,0.00,1020.57,-0.00,0.00,210.28
4718.84,-0.00,181.16,0.00,-562.32,581.16,0.00
4553.72,-0.00,346.28,0.00,-892.56,746.28,0.00
4435.07,-0.00,464.93,0.00,-1129.85,864.93,0.00
5473.05,-573.05,0.00,946.10,-0.00,0.00,173.05
5220.88,-320.88,0.00,441.76,-0.00,79.12,0.00
5208.98,-308.98,0.00,417.95,-0.00,91.02,0.00
4794.06,-0.00,105.94,0.00,-411.88,505.94,0.00
5503.39,-603.39,0.00,1006.78,-0.00,0.00,203.39
5206.56,-306.56,0.00,413.12,-0.00,93.44,0.00
4965.10,-65.10,0.00,0.00,-69.81,334.90,0.00
5249.86,-349.86,0.00,499.73,-0.00,50.14,0.00
4513.05,-0.00,386.95,0.00,-973.91,786.95,0.00
4481.15,-0.00,418.85,0.00,-1037.71,818.85,0.00
5135.62,-235.62,0.00,271.23,-0.00,164.38,0.00
4722.90,-0.00,177.10,0.00,-554.19,577.10,0.00
4289.88,-0.00,610.12,0.00,-1420.23,1010.12,0.00
5946.69,-1046.69,0.00,1893.37,-0.00,0.00,646.69
5076.21,-176.21,0.00,152.41,-0.00,223.79,0.00
5673.70,-773.70,0.00,1347.40,-0.00,0.00,373.70
5358.16,-458.16,0.00,716.33,-0.00,0.00,58.16
5906.31,-1006.31,0.00,1812.62,-0.00,0.00,606.31
5045.47,-145.47,0.00,90.95,-0.00,254.53,0.00
4629.04,-0.00,270.96,0.00,-741.93,670.96,0.00
4944.95,-44.95,0.00,0.00,-110.11,355.05,0.00
4977.95,-77.95,0.00,0.00,-44.10,322.05,0.00
4884.64,-0.00,15.36,0.00,-230.71,415.36,0.00
4543.66,-0.00,356.34,0.00,-912.69,756.34,0.00
4830.35,-0.00,69.65,0.00,-339.30,469.65,0.00
5666.78,-766.78,0.00,1333.55,-0.00,0.00,366.78
4360.03,-0.00,539.97,0.00,-1279.94,939.97,0.00
5149.66,-249.66,0.00,299.32,-0.00,150.34,0.00
4397.54,-0.00,502.46,0.00,-1204.92,902.46,0.00
5207.65,-307.65,0.00,415.30,-0.00,92.35,0.00
4733.54,-0.00,166.46,0.00,-532.93,566.46,0.00
4789.69,-0.00,110.31,0.00,-420.61,510.31,0.00
5056.40,-156.40,0.00,112.80,-0.00,243.60,0.00
4679.90,-0.00,220.10,0.00,-640.20,620.10,0.00
4427.49,-0.00,472.51,0.00,-1145.03,872.51,0.00
4957.71,-57.71,0.00,0.00,-84.59,342.29,0.00
5346.55,-446.55,0.00,693.11,-0.00,0.00,46.55
5171.45,-271.45,0.00,342.91,-0.00,128.55,0.00
5385.09,-485.09,0.00,770.18,-0.00,0.00,85.09
5151.86,-251.86,0.00,303.72,-0.00,148.14,0.00
4501.22,-0.00,398.78,0.00,-997.57,798.78,0.00
4688.65,-0.00,211.35,0.00,-622.71,611.35,0.00
4795.49,-0.00,104.51,0.00,-409.03,504.51,0.00
4654.72,-0.00,245.28,0.00,-690.55,645.28,0.00
4857.46,-0.00,42.54,0.00,-285.08,442.54,0.00
5116.75,-216.75,0.00,233.50,-0.00,183.25,0.00
5086.48,-186.48,0.00,172.96,-0.00,213.52,0.00
5721.71,-821.71,0.00,1443.42,-0.00,0.00,421.71
5170.47,-270.47,0.00,340.94,-0.00,129.53,0.00
5565.89,-665.89,0.00,1131.78,-0.00,0.00,265.89
5050.18,-150.18,0.00,100.35,-0.00,249.82,0.00
4441.27,-0.00,458.73,0.00,-1117.46,858.73,0.00
5371.79,-471.79,0.00,743.58,-0.00,0.00,71.79
4814.98,-0.00,85.02,0.00,-370.05,485.02,0.00
5026.44,-126.44,0.00,52.89,-0.00,273.56,0.00
5033.05,-133.05,0.00,66.10,-0.00,266.95,0.00
4991.62,-91.62,0.00,0.00,-16.76,308.38,0.00
4707.92,-0.00,192.08,0.00,-584.16,592.08,0.00
4292.27,-0.00,607.73,0.00,-1415.46,1007.73,0.00
4840.82,-0.00,59.18,0.00,-318.36,459.18,0.00
4772.30,-0.00,127.70,0.00,-455.40,527.70,0.00
5014.34,-114.34,0.00,28.68,-0.00,285.66,0.00
5324.20,-424.20,0.00,648.41,-0.00,0.00,24.20
4664.26,-0.00,235.74,0.00,-671.48,635.74,0.00
5860.70,-960.70,0.00,1721.41,-0.00,0.00,560.70
4873.32,-0.00,26.68,0.00,-253.35,426.68,0.00
4668.90,-0.00,231.10,0.00,-662.20,631.10,0.00
4769.39,-0.00,130.61,0.00,-461.23,530.61,0.00
4765.00,-0.00,135.00,0.00,-469.99,535.00,0.00
4173.92,-0.00,726.08,0.00,-1652.16,1126.08,0.00
5178.81,-278.81,0.00,357.62,-0.00,121.19,0.00
5602.54,-702.54,0.00,1205.07,-0.00,0.00,302.54
4938.64,-38.64,0.00,0.00,-122.72,361.36,0.00
5191.04,-291.04,0.00,382.09,-0.00,108.96,0.00
5266.85,-366.85,0.00,533.70,-0.00,33.15,0.00
5052.27,-152.27,0.00,104.54,-0.00,247.73,0.00
4787.56,-0.00,112.44,0.00,-424.88,512.44,0.00
4762.30,-0.00,137.70,0.00,-475.39,537.70,0.00
4646.58,-0.00,253.42,0.00,-706.83,653.42,0.00
5018.90,-118.90,0.00,37.79,-0.00,281.10,0.00
5368.66,-468.66,0.00,737.33,-0.00,0.00,68.66
5176.57,-276.57,0.00,353.14,-0.00,123.43,0.00
4890.80,-0.00,9.20,0.00,-218.39,409.20,0.00
4636.11,-0.00,263.89,0.00,-727.78,663.89,0.00
4952.13,-52.13,0.00,0.00,-95.73,347.87,0.00
4991.18,-91.18,0.00,0.00,-17.64,308.82,0.00
4750.24,-0.00,149.76,0.00,-499.53,549.76,0.00
4529.06,-0.00,370.94,0.00,-941.88,770.94,0.00
4981.73,-81.73,0.00,0.00,-36.54,318.27,0.00
5552.59,-652.59,0.00,1105.19,-0.00,0.00,252.59
4324.52,-0.00,575.48,0.00,-1350.97,975.48,0.00
4671.47,-0.00,228.53,0.00,-657.05,628.53,0.00
5031.17,-131.17,0.00,62.33,-0.00,268.83,0.00
4652.12,-0.00,247.88,0.00,-695.77,647.88,0.00
5218.44,-318.44,0.00,436.88,-0.00,81.56,0.00
4824.62,-0.00,75.38,0.00,-350.77,475.38,0.00
4982.10,-82.10,0.00,0.00,-35.81,317.90,0.00
4962.27,-62.27,0.00,0.00,-75.45,337.73,0.00
4078.53,-0.00,821.47,0.00,-1842.94,1221.47,0.00
5193.82,-293.82,0.00,387.64,-0.00,106.18,0.00
5161.12,-261.12,0.00,322.25,-0.00,138.88,0.00
4383.99,-0.00,516.01,0.00,-1232.02,916.01,0.00
6292.72,-1392.72,0.00,2585.44,-0.00,0.00,992.72
4890.33,-0.00,9.67,0.00,-219.35,409.67,0.00
5198.37,-298.37,0.00,396.74,-0.00,101.63,0.00
4925.95,-25.95,0.00,0.00,-148.10,374.05,0.00
5856.93,-956.93,0.00,1713.85,-0.00,0.00,556.93
5036.15,-136.15,0.00,72.29,-0.00,263.85,0.00
5202.87,-302.87,0.00,405.73,-0.00,97.13,0.00
5087.10,-187.10,0.00,174.19,-0.00,212.90,0.00
4889.75,-0.00,10.25,0.00,-220.50,410.25,0.00
5846.32,-946.32,0.00,1692.65,-0.00,0.00,546.32
5689.99,-789.99,0.00,1379.99,-0.00,0.00,389.99
4868.34,-0.00,31.66,0.00,-263.33,431.66,0.00
4203.21,-0.00,696.79,0.00,-1593.57,1096.79,0.00
4470.97,-0.00,429.03,0.00,-1058.06,829.03,0.00
4730.01,-0.00,169.99,0.00,-539.98,569.99,0.00
4697.27,-0.00,202.73,0.00,-605.47,602.73,0.00
4757.12,-0.00,142.88,0.00,-485.75,542.88,0.00
5373.48,-473.48,0.00,746.95,-0.00,0.00,73.48
4329.35,-0.00,570.65,0.00,-1341.29,970.65,0.00
5461.36,-561.36,0.00,922.73,-0.00,0.00,161.36
4279.17,-0.00,620.83,0.00,-1441.66,1020.83,0.00
5067.93,-167.93,0.00,135.86,-0.00,232.07,0.00
4349.34,-0.00,550.66,0.00,-1301.32,950.66,0.00
4845.35,-0.00,54.65,0.00,-309.31,454.65,0.00
4595.11,-0.00,304.89,0.00,-809.78,704.89,0.00
5584.67,-684.67,0.00,1169.33,-0.00,0.00,284.67
5598.54,-698.54,0.00,1197.07,-0.00,0.00,298.54
5439.57,-539.57,0.00,879.14,-0.00,0.00,139.57
5727.79,-827.79,0.00,1455.58,-0.00,0.00,427.79
4172.44,-0.00,727.56,0.00,-1655.13,1127.56,0.00
4313.84,-0.00,586.16,0.00,-1372.32,986.16,0.00
5625.87,-725.87,0.00,1251.74,-0.00,0.00,325.87
5459.61,-559.61,0.00,919.23,-0.00,0.00,159.61
5549.32,-649.32,0.00,1098.63,-0.00,0.00,249.32
5073.72,-173.72,0.00,147.44,-0.00,226.28,0.00
4949.63,-49.63,0.00,0.00,-100.74,350.37,0.00
5343.36,-443.36,0.00,686.73,-0.00,0.00,43.36
5590.95,-690.95,0.00,1181.91,-0.00,0.00,290.95
4406.34,-0.00,493.66,0.00,-1187.33,893.66,0.00
5123.33,-223.33,0.00,246.66,-0.00,176.67,0.00
4697.71,-0.00,202.29,0.00,-604.58,602.29,0.00
4914.28,-14.28,0.00,0.00,-171.45,385.72,0.00
5369.13,-469.13,0.00,738.27,-0.00,0.00,69.13
4752.76,-0.00,147.24,0.00,-494.49,547.24,0.00
5986.37,-1086.37,0.00,1972.75,-0.00,0.00,686.37
5162.29,-262.29,0.00,324.59,-0.00,137.71,0.00
4939.57,-39.57,0.00,0.00,-120.86,360.43,0.00
4708.13,-0.00,191.87,0.00,-583.74,591.87,0.00
5162.57,-262.57,0.00,325.15,-0.00,137.43,0.00
4591.50,-0.00,308.50,0.00,-817.01,708.50,0.00
4616.80,-0.00,283.20,0.00,-766.40,683.20,0.00
4115.49,-0.00,784.51,0.00,-1769.02,1184.51,0.00
4569.97,-0.00,330.03,0.00,-860.05,730.03,0.00
4630.15,-0.00,269.85,0.00,-739.69,669.85,0.00
4893.97,-0.00,6.03,0.00,-212.07,406.03,0.00
5433.48,-533.48,0.00,866.95,-0.00,0.00,133.48
4617.30,-0.00,282.70,0.00,-765.40,682.70,0.00
4460.51,-0.00,439.49,0.00,-1078.98,839.49,0.00
5646.81,-746.81,0.00,1293.61,-0.00,0.00,346.81
5246.40,-346.40,0.00,492.80,-0.00,53.60,0.00
4587.32,-0.00,312.68,0.00,-825.35,712.68,0.00
5079.31,-179.31,0.00,158.61,-0.00,220.69,0.00
5261.77,-361.77,0.00,523.54,-0.00,38.23,0.00
4831.57,-0.00,68.43,0.00,-336.85,468.43,0.00
5296.73,-396.73,0.00,593.45,-0.00,3.27,0.00
5869.64,-969.64,0.00,1739.27,-0.00,0.00,569.64
5105.58,-205.58,0.00,211.17,-0.00,194.42,0.00
5750.08,-850.08,0.00,1500.15,-0.00,0.00,450.08
4944.83,-44.83,0.00,0.00,-110.34,355.17,0.00
5456.55,-556.55,0.00,913.10,-0.00,0.00,156.55
5121.18,-221.18,0.00,242.36,-0.00,178.82,0.00
4690.13,-0.00,209.87,0.00,-619.75,609.87,0.00
5086.13,-186.13,0.00,172.25,-0.00,213.87,0.00
4985.21,-85.21,0.00,0.00,-29.57,314.79,0.00
4712.41,-0.00,187.59,0.00,-575.18,587.59,0.00
4858.77,-0.00,41.23,0.00,-282.46,441.23,0.00
5193.40,-293.40,0.00,386.80,-0.00,106.60,0.00
5333.96,-433.96,0.00,667.91,-0.00,0.00,33.96
5158.39,-258.39,0.00,316.78,-0.00,141.61,0.00
4702.98,-0.00,197.02,0.00,-594.05,597.02,0.00
4509.01,-0.00,390.99,0.00,-981.98,790.99,0.00
4985.66,-85.66,0.00,0.00,-28.68,314.34,0.00
4743.43,-0.00,156.57,0.00,-513.13,556.57,0.00
5347.57,-447.57,0.00,695.14,-0.00,0.00,47.57
4711.39,-0.00,188.61,0.00,-577.23,588.61,0.00
5406.41,-506.41,0.00,812.82,-0.00,0.00,106.41
5664.79,-764.79,0.00,1329.58,-0.00,0.00,364.79
5140.55,-240.55,0.00,281.11,-0.00,159.45,0.00
5587.64,-687.64,0.00,1175.27,-0.00,0.00,287.64
4946.65,-46.65,0.00,0.00,-106.70,353.35,0.00
5461.89,-561.89,0.00,923.77,-0.00,0.00,161.89
4376.71,-0.00,523.29,0.00,-1246.58,923.29,0.00
4858.61,-0.00,41.39,0.00,-282.79,441.39,0.00
5196.03,-296.03,0.00,392.06,-0.00,103.97,0.00
5766.83,-866.83,0.00,1533.66,-0.00,0.00,466.83
4669.16,-0.00,230.84,0.00,-661.67,630.84,0.00
5796.70,-896.70,0.00,1593.40,-0.00,0.00,496.70
4578.20,-0.00,321.80,0.00,-843.60,721.80,0.00
4916.77,-16.77,0.00,0.00,-166.46,383.23,0.00
4964.29,-64.29,0.00,0.00,-71.42,335.71,0.00
5222.62,-322.62,0.00,445.25,-0.00,77.38,0.00
5507.53,-607.53,0.00,1015.05,-0.00,0.00,207.53
4805.99,-0.00,94.01,0.00,-388.01,494.01,0.00
4926.12,-26.12,0.00,0.00,-147.75,373.88,0.00
5041.00,-141.00,0.00,82.00,-0.00,259.00,0.00
5268.87,-368.87,0.00,537.73,-0.00,31.13,0.00
4997.34,-97.34,0.00,0.00,-5.32,302.66,0.00
5052.36,-152.36,0.00,104.73,-0.00,247.64,0.00
4987.50,-87.50,0.00,0.00,-25.01,312.50,0.00
4624.97,-0.00,275.03,0.00,-750.06,675.03,0.00
4830.69,-0.00,69.31,0.00,-338.62,469.31,0.00
5336.91,-436.91,0.00,673.82,-0.00,0.00,36.91
4947.02,-47.02,0.00,0.00,-105.95,352.98,0.00
5102.73,-202.73,0.00,205.46,-0.00,197.27,0.00
4988.83,-88.83,0.00,0.00,-22.34,311.17,0.00
4738.28,-0.00,161.72,0.00,-523.44,561.72,0.00
4339.23,-0.00,560.77,0.00,-1321.55,960.77,0.00
5418.56,-518.56,0.00,837.12,-0.00,0.00,118.56
6185.09,-1285.09,0.00,2370.18,-0.00,0.00,885.09
5216.32,-316.32,0.00,432.64,-0.00,83.68,0.00
5322.49,-422.49,0.00,644.97,-0.00,0.00,22.49
4247.51,-0.00,652.49,0.00,-1504.97,1052.49,0.00
4908.94,-8.94,0.00,0.00,-182.12,391.06,0.00
5132.55,-232.55,0.00,265.10,-0.00,167.45,0.00
4645.60,-0.00,254.40,0.00,-708.80,654.40,0.00
5094.77,-194.77,0.00,189.53,-0.00,205.23,0.00
4374.52,-0.00,525.48,0.00,-1250.97,925.48,0.00
5208.59,-308.59,0.00,417.19,-0.00,91.41,0.00
4540.84,-0.00,359.16,0.00,-918.33,759.16,0.00
5399.22,-499.22,0.00,798.44,-0.00,0.00,99.22
5308.18,-408.18,0.00,616.35,-0.00,0.00,8.18
4924.80,-24.80,0.00,0.00,-150.40,375.20,0.00
4979.82,-79.82,0.00,0.00,-40.35,320.18,0.00
4962.71,-62.71,0.00,0.00,-74.58,337.29,0.00
4857.42,-0.00,42.58,0.00,-285.16,442.58,0.00
5929.04,-1029.04,0.00,1858.08,-0.00,0.00,629.04
5359.56,-459.56,0.00,719.12,-0.00,0.00,59.56
5592.89,-692.89,0.00,1185.79,-0.00,0.00,292.89
5246.61,-346.61,0.00,493.23,-0.00,53.39,0.00
5538.99,-638.99,0.00,1077.97,-0.00,0.00,238.99
5043.54,-143.54,0.00,87.08,-0.00,256.46,0.00
5082.89,-182.89,0.00,165.79,-0.00,217.11,0.00
4628.14,-0.00,271.86,0.00,-743.71,671.86,0.00
4798.50,-0.00,101.50,0.00,-403.00,501.50,0.00
4189.20,-0.00,710.80,0.00,-1621.59,1110.80,0.00
4862.41,-0.00,37.59,0.00,-275.19,437.59,0.00
4688.27,-0.00,211.73,0.00,-623.47,611.73,0.00
4962.74,-62.74,0.00,0.00,-74.51,337.26,0.00
5226.23,-326.23,0.00,452.46,-0.00,73.77,0.00
4475.06,-0.00,424.94,0.00,-1049.89,824.94,0.00
5466.37,-566.37,0.00,932.73,-0.00,0.00,166.37
5166.78,-266.78,0.00,333.55,-0.00,133.22,0.00
5230.61,-330.61,0.00,461.22,-0.00,69.39,0.00
5023.27,-123.27,0.00,46.53,-0.00,276.73,0.00
4850.72,-0.00,49.28,0.00,-298.55,449.28,0.00
5895.30,-995.30,0.00,1790.59,-0.00,0.00,595.30
4707.95,-0.00,192.05,0.00,-584.11,592.05,0.00
5280.64,-380.64,0.00,561.28,-0.00,19.36,0.00
4729.23,-0.00,170.77,0.00,-541.53,570.77,0.00
4938.48,-38.48,0.00,0.00,-123.05,361.52,0.00
4820.98,-0.00,79.02,0.00,-358.05,479.02,0.00
5015.61,-115.61,0.00,31.21,-0.00,284.39,0.00
4862.26,-0.00,37.74,0.00,-275.48,437.74,0.00
4386.14,-0.00,513.86,0.00,-1227.72,913.86,0.00
5672.07,-772.07,0.00,1344.13,-0.00,0.00,372.07
4651.20,-0.00,248.80,0.00,-697.61,648.80,0.00
5609.87,-709.87,0.00,1219.74,-0.00,0.00,309.87
4539.14,-0.00,360.86,0.00,-921.72,760.86,0.00
4936.53,-36.53,0.00,0.00,-126.94,363.47,0.00
5213.16,-313.16,0.00,426.33,-0.00,86.84,0.00
4546.20,-0.00,353.80,0.00,-907.60,753.80,0.00
4586.09,-0.00,313.91,0.00,-827.82,713.91,0.00
5507.13,-607.13,0.00,1014.26,-0.00,0.00,207.13
5640.85,-740.85,0.00,1281.71,-0.00,0.00,340.85
4503.82,-0.00,396.18,0.00,-992.37,796.18,0.00
4783.45,-0.00,116.55,0.00,-433.11,516.55,0.00
4833.69,-0.00,66.31,0.00,-332.62,466.31,0.00
5621.27,-721.27,0.00,1242.54,-0.00,0.00,321.27
5249.01,-349.01,0.00,498.03,-0.00,50.99,0.00
5419.76,-519.76,0.00,839.52,-0.00,0.00,119.76
4633.81,-0.00,266.19,0.00,-732.37,666.19,0.00
4864.03,-0.00,35.97,0.00,-271.94,435.97,0.00
5377.58,-477.58,0.00,755.16,-0.00,0.00,77.58
5901.89,-1001.89,0.00,1803.77,-0.00,0.00,601.89
5237.55,-337.55,0.00,475.11,-0.00,62.45,0.00
5330.20,-430.20,0.00,660.39,-0.00,0.00,30.20
4983.05,-83.05,0.00,0.00,-33.90,316.95,0.00
4467.41,-0.00,432.59,0.00,-1065.18,832.59,0.00
5205.78,-305.78,0.00,411.56,-0.00,94.22,0.00
4990.45,-90.45,0.00,0.00,-19.10,309.55,0.00
5470.75,-570.75,0.00,941.49,-0.00,0.00,170.75
4882.68,-0.00,17.32,0.00,-234.63,417.32,0.00
4782.49,-0.00,117.51,0.00,-435.03,517.51,0.00
4333.07,-0.00,566.93,0.00,-1333.86,966.93,0.00
5150.99,-250.99,0.00,301.98,-0.00,149.01,0.00
5549.51,-649.51,0.00,1099.02,-0.00,0.00,249.51
5131.71,-231.71,0.00,263.42,-0.00,168.29,0.00
5414.55,-514.55,0.00,829.10,-0.00,0.00,114.55
5330.16,-430.16,0.00,660.31,-0.00,0.00,30.16
4870.28,-0.00,29.72,0.00,-259.43,429.72,0.00
4702.39,-0.00,197.61,0.00,-595.22,597.61,0.00
5237.91,-337.91,0.00,475.81,-0.00,62.09,0.00
5450.72,-550.72,0.00,901.45,-0.00,0.00,150.72
4874.87,-0.00,25.13,0.00,-250.27,425.13,0.00
5038.25,-138.25,0.00,76.49,-0.00,261.75,0.00
4656.76,-0.00,243.24,0.00,-686.48,643.24,0.00
4157.14,-0.00,742.86,0.00,-1685.72,1142.86,0.00
5002.70,-102.70,0.00,5.40,-0.00,297.30,0.00
5084.29,-184.29,0.00,168.58,-0.00,215.71,0.00
4850.93,-0.00,49.07,0.00,-298.14,449.07,0.00
5029.04,-129.04,0.00,58.07,-0.00,270.96,0.00
5041.88,-141.88,0.00,83.77,-0.00,258.12,0.00
5278.53,-378.53,0.00,557.07,-0.00,21.47,0.00
5009.93,-109.93,0.00,19.86,-0.00,290.07,0.00
5391.33,-491.33,0.00,782.65,-0.00,0.00,91.33
5701.56,-801.56,0.00,1403.12,-0.00,0.00,401.56
4926.86,-26.86,0.00,0.00,-146.29,373.14,0.00
5012.68,-112.68,0.00,25.36,-0.00,287.32,0.00
4787.75,-0.00,112.25,0.00,-424.50,512.25,0.00
4876.52,-0.00,23.48,0.00,-246.97,423.48,0.00
5564.87,-664.87,0.00,1129.73,-0.00,0.00,264.87
4850.81,-0.00,49.19,0.00,-298.38,449.19,0.00
5390.68,-490.68,0.00,781.35,-0.00,0.00,90.68
5348.29,-448.29,0.00,696.58,-0.00,0.00,48.29
4911.72,-11.72,0.00,0.00,-176.56,388.28,0.00
4981.93,-81.93,0.00,0.00,-36.14,318.07,0.00
5245.58,-345.58,0.00,491.16,-0.00,54.42,0.00
5202.35,-302.35,0.00,404.70,-0.00,97.65,0.00
5455.99,-555.99,0.00,911.97,-0.00,0.00,155.99
4622.31,-0.00,277.69,0.00,-755.38,677.69,0.00
4936.83,-36.83,0.00,0.00,-126.34,363.17,0.00
4917.28,-17.28,0.00,0.00,-165.43,382.72,0.00
5137.68,-237.68,0.00,275.35,-0.00,162.32,0.00
5559.47,-659.47,0.00,1118.94,-0.00,0.00,259.47
5052.09,-152.09,0.00,104.18,-0.00,247.91,0.00
5403.32,-503.32,0.00,806.64,-0.00,0.00,103.32
4877.78,-0.00,22.22,0.00,-244.43,422.22,0.00
5004.91,-104.91,0.00,9.82,-0.00,295.09,0.00
5447.82,-547.82,0.00,895.64,-0.00,0.00,147.82
5074.63,-174.63,0.00,149.25,-0.00,225.37,0.00
5357.27,-457.27,0.00,714.53,-0.00,0.00,57.27
5232.13,-332.13,0.00,464.26,-0.00,67.87,0.00
5311.31,-411.31,0.00,622.62,-0.00,0.00,11.31
4458.78,-0.00,441.22,0.00,-1082.43,841.22,0.00
5113.88,-213.88,0.00,227.76,-0.00,186.12,0.00
5252.22,-352.22,0.00,504.45,-0.00,47.78,0.00
5677.99,-777.99,0.00,1355.97,-0.00,0.00,377.99
