Asset_Prices,C|L|5000|60|5,C|S|5500|60|5,P|L|5500|60|5,P|S|5000|60|5
4968.17,0.00,-0.00,2659.15,-159.15
4656.80,0.00,-0.00,4216.00,-1716.00
5165.77,828.85,-0.00,1671.15,-0.00
5315.92,1579.59,-0.00,920.41,-0.00
4096.42,0.00,-0.00,7017.89,-4517.89
5201.18,1005.90,-0.00,1494.10,-0.00
5282.56,1412.82,-0.00,1087.18,-0.00
4589.56,0.00,-0.00,4552.22,-2052.22
5994.77,4973.84,-2473.84,0.00,-0.00
4763.69,0.00,-0.00,3681.54,-1181.54
5027.03,135.15,-0.00,2364.85,-0.00
5564.33,2821.65,-321.65,0.00,-0.00
5919.03,4595.16,-2095.16,0.00,-0.00
6004.62,5023.11,-2523.11,0.00,-0.00
5305.29,1526.45,-0.00,973.55,-0.00
5265.17,1325.87,-0.00,1174.13,-0.00
4701.48,0.00,-0.00,3992.61,-1492.61
6182.99,5914.94,-3414.94,0.00,-0.00
4547.26,0.00,-0.00,4763.71,-2263.71
4912.17,0.00,-0.00,2939.15,-439.15
5655.94,3279.71,-779.71,0.00,-0.00
4668.95,0.00,-0.00,4155.23,-1655.23
5912.99,4564.97,-2064.97,0.00,-0.00
5335.71,1678.57,-0.00,821.43,-0.00
4719.81,0.00,-0.00,3900.94,-1400.94
4390.73,0.00,-0.00,5546.36,-3046.36
4724.80,0.00,-0.00,3875.98,-1375.98
5112.10,560.48,-0.00,1939.52,-0.00
4584.90,0.00,-0.00,4575.48,-2075.48
6084.71,5423.57,-2923.57,0.00,-0.00
4365.50,0.00,-0.00,5672.49,-3172.49
4978.52,0.00,-0.00,2607.38,-107.38
5343.70,1718.51,-0.00,781.49,-0.00
4817.36,0.00,-0.00,3413.18,-913.18
4884.12,0.00,-0.00,3079.41,-579.41
4650.02,0.00,-0.00,4249.90,-1749.90
5179.55,897.75,-0.00,1602.25,-0.00
5228.87,1144.34,-0.00,1355.66,-0.00
5222.28,1111.38,-0.00,1388.62,-0.00
5147.45,737.25,-0.00,1762.75,-0.00
4705.55,0.00,-0.00,3972.25,-1472.25
5424.84,2124.19,-0.00,375.81,-0.00
5197.36,986.78,-0.00,1513.22,-0.00
4908.02,0.00,-0.00,2959.91,-459.91
5034.11,170.54,-0.00,2329.46,-0.00
4565.35,0.00,-0.00,4673.23,-2173.23
4878.33,0.00,-0.00,3108.33,-608.33
5705.74,3528.69,-1028.69,0.00,-0.00
4667.17,0.00,-0.00,4164.17,-1664.17
4915.21,0.00,-0.00,2923.96,-423.96
4959.17,0.00,-0.00,2704.15,-204.15
4823.38,0.00,-0.00,3383.09,-883.09
4688.77,0.00,-0.00,4056.13,-1556.13
4880.84,0.00,-0.00,3095.79,-595.79
4825.72,0.00,-0.00,3371.40,-871.40
4781.79,0.00,-0.00,3591.05,-1091.05
4768.03,0.00,-0.00,3659.85,-1159.85
5412.59,2062.95,-0.00,437.05,-0.00
5082.66,413.28,-0.00,2086.72,-0.00
5286.13,1430.64,-0.00,1069.36,-0.00
4881.47,0.00,-0.00,3092.67,-592.67
4842.72,0.00,-0.00,3286.40,-786.40
5414.07,2070.33,-0.00,429.67,-0.00
5615.34,3076.69,-576.69,0.00,-0.00
5568.21,2841.03,-341.03,0.00,-0.00
5121.43,607.16,-0.00,1892.84,-0.00
5378.36,1891.78,-0.00,608.22,-0.00
4971.93,0.00,-0.00,2640.34,-140.34
5721.29,3606.46,-1106.46,0.00,-0.00
4581.16,0.00,-0.00,4594.22,-2094.22
5415.12,2075.60,-0.00,424.40,-0.00
5623.64,3118.20,-618.20,0.00,-0.00
4991.37,0.00,-0.00,2543.13,-43.13
5022.79,113.95,-0.00,2386.05,-0.00
5344.09,1720.46,-0.00,779.54,-0.00
5337.54,1687.71,-0.00,812.29,-0.00
4725.58,0.00,-0.00,3872.10,-1372.10
4525.64,0.00,-0.00,4871.79,-2371.79
5390.25,1951.25,-0.00,548.75,-0.00
5042.44,212.19,-0.00,2287.81,-0.00
4815.61,0.00,-0.00,3421.95,-921.95
5341.99,1709.93,-0.00,790.07,-0.00
5473.07,2365.36,-0.00,134.64,-0.00
5031.81,159.06,-0.00,2340.94,-0.00
5273.19,1365.97,-0.00,1134.03,-0.00
5085.54,427.71,-0.00,2072.29,-0.00
5179.00,895.02,-0.00,1604.98,-0.00
6037.07,5185.36,-2685.36,0.00,-0.00
4794.73,0.00,-0.00,3526.34,-1026.34
5009.31,46.56,-0.00,2453.44,-0.00
4764.27,0.00,-0.00,3678.63,-1178.63
5290.18,1450.89,-0.00,1049.11,-0.00
5153.08,765.41,-0.00,1734.59,-0.00
4841.13,0.00,-0.00,3294.34,-794.34
4654.50,0.00,-0.00,4227.49,-1727.49
4971.88,0.00,-0.00,2640.60,-140.60
6142.65,5713.25,-3213.25,0.00,-0.00
4633.28,0.00,-0.00,4333.61,-1833.61
5510.32,2551.58,-51.58,0.00,-0.00
4681.32,0.00,-0.00,4093.40,-1593.40
5110.23,551.17,-0.00,1948.83,-0.00
5478.04,2390.18,-0.00,109.82,-0.00
5007.62,38.10,-0.00,2461.90,-0.00
5338.11,1690.57,-0.00,809.43,-0.00
5095.63,478.16,-0.00,2021.84,-0.00
5681.16,3405.82,-905.82,0.00,-0.00
4647.30,0.00,-0.00,4263.49,-1763.49
4899.91,0.00,-0.00,3000.45,-500.45
5681.80,3409.02,-909.02,0.00,-0.00
4248.47,0.00,-0.00,6257.67,-3757.67
5470.43,2352.14,-0.00,147.86,-0.00
5271.68,1358.39,-0.00,1141.61,-0.00
4826.83,0.00,-0.00,3365.84,-865.84
5240.30,1201.51,-0.00,1298.49,-0.00
5400.74,2003.69,-0.00,496.31,-0.00
4081.05,0.00,-0.00,7094.75,-4594.75
5100.07,500.33,-0.00,1999.67,-0.00
5023.38,116.90,-0.00,2383.10,-0.00
4573.78,0.00,-0.00,4631.10,-2131.10
4692.74,0.00,-0.00,4036.31,-1536.31
4998.60,0.00,-0.00,2506.98,-6.98
4881.96,0.00,-0.00,3090.22,-590.22
4946.09,0.00,-0.00,2769.57,-269.57
5143.65,718.25,-0.00,1781.75,-0.00
5041.93,209.63,-0.00,2290.37,-0.00
5281.19,1405.93,-0.00,1094.07,-0.00
4576.51,0.00,-0.00,4617.47,-2117.47
4695.20,0.00,-0.00,4024.01,-1524.01
4906.09,0.00,-0.00,2969.56,-469.56
5142.40,712.02,-0.00,1787.98,-0.00
5113.99,569.96,-0.00,1930.04,-0.00
5198.58,992.92,-0.00,1507.08,-0.00
5011.32,56.58,-0.00,2443.42,-0.00
5280.74,1403.72,-0.00,1096.28,-0.00
4479.56,0.00,-0.00,5102.22,-2602.22
4928.97,0.00,-0.00,2855.13,-355.13
5647.61,3238.03,-738.03,0.00,-0.00
4650.14,0.00,-0.00,4249.31,-1749.31
5273.02,1365.10,-0.00,1134.90,-0.00
4858.74,0.00,-0.00,3206.31,-706.31
4917.82,0.00,-0.00,2910.92,-410.92
5140.44,702.20,-0.00,1797.80,-0.00
4441.06,0.00,-0.00,5294.68,-2794.68
4419.20,0.00,-0.00,5403.99,-2903.99
4292.25,0.00,-0.00,6038.75,-3538.75
5261.57,1307.84,-0.00,1192.16,-0.00
5187.07,935.33,-0.00,1564.67,-0.00
5046.15,230.77,-0.00,2269.23,-0.00
5017.66,88.31,-0.00,2411.69,-0.00
4954.92,0.00,-0.00,2725.42,-225.42
5090.17,450.85,-0.00,2049.15,-0.00
4725.96,0.00,-0.00,3870.22,-1370.22
4969.54,0.00,-0.00,2652.30,-152.30
4999.96,0.00,-0.00,2500.21,-0.21
5113.36,566.82,-0.00,1933.18,-0.00
5381.53,1907.63,-0.00,592.37,-0.00
5056.30,281.51,-0.00,2218.49,-0.00
5270.31,1351.55,-0.00,1148.45,-0.00
5263.61,1318.07,-0.00,1181.93,-0.00
4959.73,0.00,-0.00,2701.37,-201.37
5083.66,418.28,-0.00,2081.72,-0.00
5521.76,2608.79,-108.79,0.00,-0.00
5086.11,430.56,-0.00,2069.44,-0.00
4535.11,0.00,-0.00,4824.43,-2324.43
4600.35,0.00,-0.00,4498.23,-1998.23
5825.68,4128.40,-1628.40,0.00,-0.00
5390.67,1953.36,-0.00,546.64,-0.00
4472.40,0.00,-0.00,5138.01,-2638.01
5056.33,281.67,-0.00,2218.33,-0.00
4378.90,0.00,-0.00,5605.49,-3105.49
4806.27,0.00,-0.00,3468.64,-968.64
4731.79,0.00,-0.00,3841.05,-1341.05
5324.56,1622.82,-0.00,877.18,-0.00
5335.54,1677.71,-0.00,822.29,-0.00
4816.73,0.00,-0.00,3416.34,-916.34
5521.18,2605.90,-105.90,0.00,-0.00
5518.78,2593.92,-93.92,0.00,-0.00
4767.55,0.00,-0.00,3662.26,-1162.26
4808.61,0.00,-0.00,3456.93,-956.93
6024.16,5120.80,-2620.80,0.00,-0.00
5210.77,1053.85,-0.00,1446.15,-0.00
5647.81,3239.04,-739.04,0.00,-0.00
4936.03,0.00,-0.00,2819.84,-319.84
5172.40,862.00,-0.00,1638.00,-0.00
4609.73,0.00,-0.00,4451.35,-1951.35
5288.86,1444.32,-0.00,1055.68,-0.00
4757.77,0.00,-0.00,3711.17,-1211.17
4494.13,0.00,-0.00,5029.36,-2529.36
4608.99,0.00,-0.00,4455.03,-1955.03
4538.31,0.00,-0.00,4808.45,-2308.45
5124.65,623.23,-0.00,1876.77,-0.00
5457.42,2287.11,-0.00,212.89,-0.00
5125.97,629.85,-0.00,1870.15,-0.00
5037.25,186.26,-0.00,2313.74,-0.00
4538.33,0.00,-0.00,4808.34,-2308.34
5416.57,2082.86,-0.00,417.14,-0.00
5328.75,1643.76,-0.00,856.24,-0.00
5073.80,369.00,-0.00,2131.00,-0.00
5412.24,2061.19,-0.00,438.81,-0.00
5538.72,2693.61,-193.61,0.00,-0.00
5068.04,340.22,-0.00,2159.78,-0.00
4224.89,0.00,-0.00,6375.57,-3875.57
5277.24,1386.21,-0.00,1113.79,-0.00
5570.10,2850.52,-350.52,0.00,-0.00
4768.52,0.00,-0.00,3657.40,-1157.40
4769.44,0.00,-0.00,3652.78,-1152.78
5045.86,229.28,-0.00,2270.72,-0.00
5114.92,574.60,-0.00,1925.40,-0.00
5400.68,2003.41,-0.00,496.59,-0.00
5491.27,2456.34,-0.00,43.66,-0.00
5783.15,3915.74,-1415.74,0.00,-0.00
4651.38,0.00,-0.00,4243.09,-1743.09
4888.81,0.00,-0.00,3055.94,-555.94
5799.67,3998.36,-1498.36,0.00,-0.00
4638.73,0.00,-0.00,4306.37,-1806.37
4832.57,0.00,-0.00,3337.17,-837.17
4721.37,0.00,-0.00,3893.13,-1393.13
4283.34,0.00,-0.00,6083.30,-3583.30
5250.80,1254.01,-0.00,1245.99,-0.00
4900.90,0.00,-0.00,2995.51,-495.51
5057.46,287.28,-0.00,2212.72,-0.00
5286.92,1434.58,-0.00,1065.42,-0.00
5250.44,1252.20,-0.00,1247.80,-0.00
5058.58,292.92,-0.00,2207.08,-0.00
5943.72,4718.58,-2218.58,0.00,-0.00
5341.61,1708.07,-0.00,791.93,-0.00
4370.41,0.00,-0.00,5647.96,-3147.96
5141.00,705.02,-0.00,1794.98,-0.00
4929.06,0.00,-0.00,2854.71,-354.71
4807.26,0.00,-0.00,3463.72,-963.72
5551.85,2759.23,-259.23,0.00,-0.00
4510.19,0.00,-0.00,4949.06,-2449.06
4716.56,0.00,-0.00,3917.21,-1417.21
5308.58,1542.92,-0.00,957.08,-0.00
4831.32,0.00,-0.00,3343.40,-843.40
5165.90,829.50,-0.00,1670.50,-0.00
5042.73,213.64,-0.00,2286.36,-0.00
5550.06,2750.30,-250.30,0.00,-0.00
4612.27,0.00,-0.00,4438.66,-1938.66
5078.94,394.68,-0.00,2105.32,-0.00
5011.94,59.70,-0.00,2440.30,-0.00
5099.25,496.24,-0.00,2003.76,-0.00
5046.28,231.40,-0.00,2268.60,-0.00
4703.79,0.00,-0.00,3981.07,-1481.07
5427.82,2139.11,-0.00,360.89,-0.00
5160.86,804.31,-0.00,1695.69,-0.00
5068.85,344.26,-0.00,2155.74,-0.00
4513.64,0.00,-0.00,4931.82,-2431.82
4980.18,0.00,-0.00,2599.10,-99.10
5249.80,1248.98,-0.00,1251.02,-0.00
4602.13,0.00,-0.00,4489.36,-1989.36
4994.60,0.00,-0.00,2527.01,-27.01
4376.67,0.00,-0.00,5616.64,-3116.64
5231.16,1155.81,-0.00,1344.19,-0.00
5014.55,72.74,-0.00,2427.26,-0.00
6025.23,5126.17,-2626.17,0.00,-0.00
4976.37,0.00,-0.00,2618.17,-118.17
5047.58,237.91,-0.00,2262.09,-0.00
4948.05,0.00,-0.00,2759.77,-259.77
4444.45,0.00,-0.00,5277.74,-2777.74
4826.80,0.00,-0.00,3365.99,-865.99
5003.49,17.46,-0.00,2482.54,-0.00
4873.09,0.00,-0.00,3134.53,-634.53
3991.74,0.00,-0.00,7541.32,-5041.32
4611.36,0.00,-0.00,4443.21,-1943.21
4973.47,0.00,-0.00,2632.66,-132.66
5450.19,2250.95,-0.00,249.05,-0.00
4560.25,0.00,-0.00,4698.75,-2198.75
5025.40,127.00,-0.00,2373.00,-0.00
5448.88,2244.42,-0.00,255.58,-0.00
4839.83,0.00,-0.00,3300.83,-800.83
5124.08,620.40,-0.00,1879.60,-0.00
6253.40,6266.98,-3766.98,0.00,-0.00
5049.04,245.19,-0.00,2254.81,-0.00
5127.56,637.81,-0.00,1862.19,-0.00
4917.27,0.00,-0.00,2913.67,-413.67
5182.53,912.63,-0.00,1587.37,-0.00
4909.81,0.00,-0.00,2950.93,-450.93
4689.54,0.00,-0.00,4052.29,-1552.29
5408.03,2040.15,-0.00,459.85,-0.00
4737.13,0.00,-0.00,3814.34,-1314.34
4720.08,0.00,-0.00,3899.59,-1399.59
4810.93,0.00,-0.00,3445.36,-945.36
4634.62,0.00,-0.00,4326.89,-1826.89
4792.13,0.00,-0.00,3539.37,-1039.37
5121.15,605.76,-0.00,1894.24,-0.00
4980.36,0.00,-0.00,2598.22,-98.22
4255.23,0.00,-0.00,6223.85,-3723.85
4634.57,0.00,-0.00,4327.17,-1827.17
5415.88,2079.42,-0.00,420.58,-0.00
4658.33,0.00,-0.00,4208.36,-1708.36
4801.40,0.00,-0.00,3492.99,-992.99
5330.12,1650.58,-0.00,849.42,-0.00
5743.95,3719.74,-1219.74,0.00,-0.00
4811.24,0.00,-0.00,3443.79,-943.79
4384.93,0.00,-0.00,5575.35,-3075.35
4548.08,0.00,-0.00,4759.60,-2259.60
4226.33,0.00,-0.00,6368.37,-3868.37
5042.28,211.41,-0.00,2288.59,-0.00
5562.82,2814.11,-314.11,0.00,-0.00
4874.35,0.00,-0.00,3128.25,-628.25
4320.17,0.00,-0.00,5899.17,-3399.17
5044.05,220.23,-0.00,2279.77,-0.00
6068.96,5344.81,-2844.81,0.00,-0.00
4470.02,0.00,-0.00,5149.92,-2649.92
4374.62,0.00,-0.00,5626.89,-3126.89
5514.90,2574.52,-74.52,0.00,-0.00
5307.20,1536.00,-0.00,964.00,-0.00
5539.03,2695.13,-195.13,0.00,-0.00
5154.61,773.07,-0.00,1726.93,-0.00
4850.47,0.00,-0.00,3247.64,-747.64
5217.28,1086.40,-0.00,1413.60,-0.00
5997.86,4989.31,-2489.31,0.00,-0.00
5369.44,1847.21,-0.00,652.79,-0.00
4897.50,0.00,-0.00,3012.49,-512.49
4436.65,0.00,-0.00,5316.76,-2816.76
4989.55,0.00,-0.00,2552.24,-52.24
4782.29,0.00,-0.00,3588.56,-1088.56
4797.38,0.00,-0.00,3513.10,-1013.10
4323.26,0.00,-0.00,5883.70,-3383.70
5056.66,283.30,-0.00,2216.70,-0.00
5089.65,448.23,-0.00,2051.77,-0.00
4587.42,0.00,-0.00,4562.88,-2062.88
5483.35,2416.73,-0.00,83.27,-0.00
5119.94,599.68,-0.00,1900.32,-0.00
6100.67,5503.35,-3003.35,0.00,-0.00
4623.62,0.00,-0.00,4381.88,-1881.88
4667.45,0.00,-0.00,4162.76,-1662.76
4594.06,0.00,-0.00,4529.68,-2029.68
5043.52,217.61,-0.00,2282.39,-0.00
4836.82,0.00,-0.00,3315.92,-815.92
4829.84,0.00,-0.00,3350.79,-850.79
4435.19,0.00,-0.00,5324.04,-2824.04
5047.01,235.07,-0.00,2264.93,-0.00
4748.91,0.00,-0.00,3755.46,-1255.46
4856.88,0.00,-0.00,3215.61,-715.61
4768.99,0.00,-0.00,3655.03,-1155.03
5048.72,243.58,-0.00,2256.42,-0.00
4530.66,0.00,-0.00,4846.70,-2346.70
5245.32,1226.58,-0.00,1273.42,-0.00
4817.81,0.00,-0.00,3410.96,-910.96
4572.67,0.00,-0.00,4636.65,-2136.65
5132.68,663.39,-0.00,1836.61,-0.00
4886.91,0.00,-0.00,3065.47,-565.47
4679.27,0.00,-0.00,4103.64,-1603.64
5302.53,1512.65,-0.00,987.35,-0.00
5145.87,729.34,-0.00,1770.66,-0.00
5348.71,1743.57,-0.00,756.43,-0.00
5507.69,2538.43,-38.43,0.00,-0.00
5890.89,4454.43,-1954.43,0.00,-0.00
4185.58,0.00,-0.00,6572.09,-4072.09
4507.64,0.00,-0.00,4961.79,-2461.79
4940.91,0.00,-0.00,2795.44,-295.44
4641.33,0.00,-0.00,4293.35,-1793.35
4484.61,0.00,-0.00,5076.93,-2576.93
5049.17,245.86,-0.00,2254.14,-0.00
5168.87,844.36,-0.00,1655.64,-0.00
5064.74,323.70,-0.00,2176.30,-0.00
6035.88,5179.40,-2679.40,0.00,-0.00
5091.90,459.51,-0.00,2040.49,-0.00
4405.28,0.00,-0.00,5473.60,-2973.60
4431.52,0.00,-0.00,5342.39,-2842.39
4999.82,0.00,-0.00,2500.91,-0.91
5154.73,773.67,-0.00,1726.33,-0.00
5145.32,726.62,-0.00,1773.38,-0.00
4663.76,0.00,-0.00,4181.18,-1681.18
4725.00,0.00,-0.00,3875.02,-1375.02
4892.60,0.00,-0.00,3037.01,-537.01
4514.50,0.00,-0.00,4927.48,-2427.48
4844.57,0.00,-0.00,3277.17,-777.17
6377.71,6888.57,-4388.57,0.00,-0.00
4543.75,0.00,-0.00,4781.25,-2281.25
4621.28,0.00,-0.00,4393.62,-1893.62
5506.97,2534.86,-34.86,0.00,-0.00
4640.00,0.00,-0.00,4299.99,-1799.99
4855.10,0.00,-0.00,3224.52,-724.52
5545.87,2729.33,-229.33,0.00,-0.00
5006.59,32.93,-0.00,2467.07,-0.00
5111.33,556.66,-0.00,1943.34,-0.00
4538.22,0.00,-0.00,4808.88,-2308.88
5278.36,1391.80,-0.00,1108.20,-0.00
4578.96,0.00,-0.00,4605.18,-2105.18
5053.68,268.41,-0.00,2231.59,-0.00
4965.50,0.00,-0.00,2672.48,-172.48
5450.18,2250.92,-0.00,249.08,-0.00
4690.45,0.00,-0.00,4047.77,-1547.77
4870.02,0.00,-0.00,3149.88,-649.88
5188.43,942.17,-0.00,1557.83,-0.00
4637.34,0.00,-0.00,4313.31,-1813.31
4711.60,0.00,-0.00,3941.98,-1441.98
5499.61,2498.03,-0.00,1.97,-0.00
5144.99,724.94,-0.00,1775.06,-0.00
5221.60,1108.02,-0.00,1391.98,-0.00
5766.01,3830.05,-1330.05,0.00,-0.00
4599.28,0.00,-0.00,4503.62,-2003.62
5792.59,3962.93,-1462.93,0.00,-0.00
5312.95,1564.77,-0.00,935.23,-0.00
4866.17,0.00,-0.00,3169.17,-669.17
5018.01,90.04,-0.00,2409.96,-0.00
5122.67,613.37,-0.00,1886.63,-0.00
5102.59,512.97,-0.00,1987.03,-0.00
4786.13,0.00,-0.00,3569.35,-1069.35
4987.81,0.00,-0.00,2560.97,-60.97
5279.85,1399.27,-0.00,1100.73,-0.00
4524.42,0.00,-0.00,4877.88,-2377.88
4936.01,0.00,-0.00,2819.93,-319.93
4702.01,0.00,-0.00,3989.95,-1489.95
5119.19,595.95,-0.00,1904.05,-0.00
5133.81,669.05,-0.00,1830.95,-0.00
5239.10,1195.51,-0.00,1304.49,-0.00
4803.19,0.00,-0.00,3484.03,-984.03
5083.11,415.56,-0.00,2084.44,-0.00
5790.80,3953.99,-1453.99,0.00,-0.00
5308.70,1543.52,-0.00,956.48,-0.00
4723.67,0.00,-0.00,3881.67,-1381.67
5150.19,750.95,-0.00,1749.05,-0.00
5678.70,3393.49,-893.49,0.00,-0.00
4673.04,0.00,-0.00,4134.81,-1634.81
5216.33,1081.63,-0.00,1418.37,-0.00
4806.62,0.00,-0.00,3466.90,-966.90
5045.02,225.09,-0.00,2274.91,-0.00
5020.46,102.28,-0.00,2397.72,-0.00
4628.86,0.00,-0.00,4355.70,-1855.70
5587.92,2939.58,-439.58,0.00,-0.00
5394.92,1974.58,-0.00,525.42,-0.00
5018.53,92.66,-0.00,2407.34,-0.00
5011.32,56.60,-0.00,2443.40,-0.00
5322.89,1614.46,-0.00,885.54,-0.00
5084.03,420.13,-0.00,2079.87,-0.00
5438.61,2193.05,-0.00,306.95,-0.00
5356.19,1780.94,-0.00,719.06,-0.00
5246.65,1233.25,-0.00,1266.75,-0.00
5407.21,2036.07,-0.00,463.93,-0.00
4683.98,0.00,-0.00,4080.12,-1580.12
4957.02,0.00,-0.00,2714.90,-214.90
4407.12,0.00,-0.00,5464.38,-2964.38
4835.89,0.00,-0.00,3320.55,-820.55
4875.07,0.00,-0.00,3124.65,-624.65
5007.54,37.69,-0.00,2462.31,-0.00
4997.50,0.00,-0.00,2512.51,-12.51
4374.82,0.00,-0.00,5625.88,-3125.88
5202.90,1014.49,-0.00,1485.51,-0.00
4837.08,0.00,-0.00,3314.58,-814.58
5056.49,282.44,-0.00,2217.56,-0.00
5390.80,1954.02,-0.00,545.98,-0.00
5158.28,791.41,-0.00,1708.59,-0.00
5273.24,1366.20,-0.00,1133.80,-0.00
4335.59,0.00,-0.00,5822.03,-3322.03
4615.65,0.00,-0.00,4421.76,-1921.76
4815.93,0.00,-0.00,3420.35,-920.35
5837.32,4186.62,-1686.62,0.00,-0.00
5313.91,1569.57,-0.00,930.43,-0.00
5210.63,1053.16,-0.00,1446.84,-0.00
4959.14,0.00,-0.00,2704.29,-204.29
5201.57,1007.83,-0.00,1492.17,-0.00
4593.32,0.00,-0.00,4533.42,-2033.42
5747.25,3736.27,-1236.27,0.00,-0.00
5148.33,741.67,-0.00,1758.33,-0.00
4130.62,0.00,-0.00,6846.92,-4346.92
5266.77,1333.86,-0.00,1166.14,-0.00
4699.44,0.00,-0.00,4002.82,-1502.82
5297.87,1489.36,-0.00,1010.64,-0.00
4877.85,0.00,-0.00,3110.76,-610.76
5338.60,1693.01,-0.00,806.99,-0.00
4875.55,0.00,-0.00,3122.25,-622.25
4941.45,0.00,-0.00,2792.73,-292.73
5544.14,2720.68,-220.68,0.00,-0.00
5065.76,328.78,-0.00,2171.22,-0.00
4549.68,0.00,-0.00,4751.58,-2251.58
4440.77,0.00,-0.00,5296.17,-2796.17
4805.42,0.00,-0.00,3472.91,-972.91
4787.04,0.00,-0.00,3564.82,-1064.82
5154.46,772.28,-0.00,1727.72,-0.00
4653.67,0.00,-0.00,4231.64,-1731.64
5420.57,2102.86,-0.00,397.14,-0.00
5080.28,401.39,-0.00,2098.61,-0.00
4970.99,0.00,-0.00,2645.03,-145.03
5043.53,217.63,-0.00,2282.37,-0.00
5555.23,2776.17,-276.17,0.00,-0.00
4751.96,0.00,-0.00,3740.22,-1240.22
4829.96,0.00,-0.00,3350.21,-850.21
5141.20,705.98,-0.00,1794.02,-0.00
4912.70,0.00,-0.00,2936.51,-436.51
4794.15,0.00,-0.00,3529.26,-1029.26
4937.63,0.00,-0.00,2811.87,-311.87
5206.86,1034.31,-0.00,1465.69,-0.00
5456.30,2281.50,-0.00,218.50,-0.00
4760.23,0.00,-0.00,3698.87,-1198.87
5299.63,1498.13,-0.00,1001.87,-0.00
4876.28,0.00,-0.00,3118.62,-618.62
4771.27,0.00,-0.00,3643.66,-1143.66
5050.28,251.38,-0.00,2248.62,-0.00
4506.39,0.00,-0.00,4968.04,-2468.04
5482.02,2410.10,-0.00,89.90,-0.00
4582.34,0.00,-0.00,4588.32,-2088.32
4835.55,0.00,-0.00,3322.23,-822.23
5249.36,1246.81,-0.00,1253.19,-0.00
5123.87,619.35,-0.00,1880.65,-0.00
5355.24,1776.21,-0.00,723.79,-0.00
4659.61,0.00,-0.00,4201.97,-1701.97
5278.24,1391.18,-0.00,1108.82,-0.00
5261.40,1307.02,-0.00,1192.98,-0.00
4949.99,0.00,-0.00,2750.03,-250.03
5185.83,929.17,-0.00,1570.83,-0.00
4506.39,0.00,-0.00,4968.04,-2468.04
5461.93,2309.63,-0.00,190.37,-0.00
4193.81,0.00,-0.00,6530.93,-4030.93
5510.56,2552.79,-52.79,0.00,-0.00
4982.58,0.00,-0.00,2587.09,-87.09
5334.30,1671.51,-0.00,828.49,-0.00
3971.13,0.00,-0.00,7644.33,-5144.33
5533.16,2665.78,-165.78,0.00,-0.00
4300.05,0.00,-0.00,5999.75,-3499.75
5085.95,429.77,-0.00,2070.23,-0.00
5469.30,2346.52,-0.00,153.48,-0.00
6073.84,5369.19,-2869.19,0.00,-0.00
5211.59,1057.93,-0.00,1442.07,-0.00
5075.05,375.24,-0.00,2124.76,-0.00
5055.83,279.15,-0.00,2220.85,-0.00
5242.51,1212.55,-0.00,1287.45,-0.00
5310.16,1550.78,-0.00,949.22,-0.00
4974.20,0.00,-0.00,2628.99,-128.99
4543.17,0.00,-0.00,4784.13,-2284.13
5287.69,1438.47,-0.00,1061.53,-0.00
5208.80,1044.00,-0.00,1456.00,-0.00
4910.48,0.00,-0.00,2947.59,-447.59
5007.07,35.33,-0.00,2464.67,-0.00
5381.56,1907.79,-0.00,592.21,-0.00
5691.34,3456.71,-956.71,0.00,-0.00
4263.50,0.00,-0.00,6182.52,-3682.52
4240.59,0.00,-0.00,6297.05,-3797.05
4541.01,0.00,-0.00,4794.97,-2294.97
4705.71,0.00,-0.00,3971.46,-1471.46
4919.57,0.00,-0.00,2902.16,-402.16
4759.38,0.00,-0.00,3703.08,-1203.08
5500.70,2503.51,-3.51,0.00,-0.00
5513.74,2568.68,-68.68,0.00,-0.00
4508.20,0.00,-0.00,4959.02,-2459.02
4048.79,0.00,-0.00,7256.05,-4756.05
5700.00,3500.01,-1000.01,0.00,-0.00
5497.23,2486.13,-0.00,13.87,-0.00
4744.89,0.00,-0.00,3775.56,-1275.56
5023.32,116.59,-0.00,2383.41,-0.00
4642.35,0.00,-0.00,4288.24,-1788.24
4855.31,0.00,-0.00,3223.44,-723.44
4496.61,0.00,-0.00,5016.93,-2516.93
4585.63,0.00,-0.00,4571.83,-2071.83
5826.66,4133.32,-1633.32,0.00,-0.00
4733.19,0.00,-0.00,3834.03,-1334.03
4961.51,0.00,-0.00,2692.46,-192.46
4555.54,0.00,-0.00,4722.28,-2222.28
5306.84,1534.21,-0.00,965.79,-0.00
4777.04,0.00,-0.00,3614.78,-1114.78
5177.91,889.56,-0.00,1610.44,-0.00
4671.81,0.00,-0.00,4140.93,-1640.93
5380.48,1902.41,-0.00,597.59,-0.00
5792.41,3962.06,-1462.06,0.00,-0.00
4198.44,0.00,-0.00,6507.78,-4007.78
5158.10,790.51,-0.00,1709.49,-0.00
4806.11,0.00,-0.00,3469.47,-969.47
6004.78,5023.92,-2523.92,0.00,-0.00
4749.58,0.00,-0.00,3752.08,-1252.08
5414.48,2072.41,-0.00,427.59,-0.00
4538.66,0.00,-0.00,4806.69,-2306.69
4249.52,0.00,-0.00,6252.40,-3752.40
5582.67,2913.37,-413.37,0.00,-0.00
4544.70,0.00,-0.00,4776.52,-2276.52
4681.38,0.00,-0.00,4093.08,-1593.08
5239.30,1196.48,-0.00,1303.52,-0.00
4862.04,0.00,-0.00,3189.81,-689.81
